deck,slot_number,card_name,oracle_id,primary_role,secondary_roles,mana_value,color_identity,card_type,source_reference,argentum_definition_found,argentum_definition_path,definition_kind,scenario_test_found,scenario_test_path,coverage_class,mechanic_families,decision_families,game_changer,banned,combo_member,tutor,board_wipe,engine_notes,replacement_candidate
Akiri,36,Mountain,a3fb7228-e76b-4e96-a40e-20b5fed75685,LAND,,0,R,Basic Land — Mountain,Scryfall oracle_id a3fb7228-e76b-4e96-a40e-20b5fed75685; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\arn\cards\Mountain.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_source,MANA_SOURCE_SELECTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found. Friendly replacement of Ideal slot card: War Room.,War Room
Akiri,37,Plains,bc71ebf6-2056-41f7-be35-b2e5c34afa99,LAND,,0,W,Basic Land — Plains,Scryfall oracle_id bc71ebf6-2056-41f7-be35-b2e5c34afa99; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\1993-1999\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\leb\cards\LimitedEditionBetaBasicLands.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,mana_source,MANA_SOURCE_SELECTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found. Friendly replacement of Ideal slot card: Bonders' Enclave.,Bonders' Enclave
Akiri,38,"Sram, Senior Edificer",7e00b0cd-d212-4604-ba07-da21f4fe00b0,CREATURE_THREAT,COMBAT|CARD_ADVANTAGE,2,W,Legendary Creature — Dwarf Advisor,Scryfall oracle_id 7e00b0cd-d212-4604-ba07-da21f4fe00b0; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,cast_trigger|combat|draw|equipment,ATTACK|BLOCK|CARD_SELECTION|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,39,Puresteel Paladin,74a62c7b-4753-4af2-b7a1-9a4ae8988801,CREATURE_THREAT,COMBAT|CARD_ADVANTAGE,2,W,Creature — Human Knight,Scryfall oracle_id 74a62c7b-4753-4af2-b7a1-9a4ae8988801; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|draw|equip_cost_reduction|equipment|metalcraft,ATTACK|BLOCK|CARD_SELECTION|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,40,Stoneforge Mystic,358789f9-7d87-411d-919e-d597da665cbd,CREATURE_THREAT,COMBAT|TUTOR,2,W,Creature — Kor Artificer,Scryfall oracle_id 358789f9-7d87-411d-919e-d597da665cbd; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|equipment|etb|put_onto_battlefield|search,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION|SEARCH,FALSE,FALSE,FALSE,TRUE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,41,"Ardenn, Intrepid Archaeologist",7c521612-21c6-4c4b-b10e-66e70928609b,CREATURE_THREAT,COMBAT|EQUIPMENT,3,W,Legendary Creature — Kor Scout,Scryfall oracle_id 7c521612-21c6-4c4b-b10e-66e70928609b; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|equipment_attachment|upkeep_trigger,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,42,Bruenor Battlehammer,ea7de96f-db69-421d-a951-ffaeac140379,CREATURE_THREAT,COMBAT|EQUIPMENT,4,RW,Legendary Creature — Dwarf Warrior,Scryfall oracle_id ea7de96f-db69-421d-a951-ffaeac140379; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|equip_cost_reduction|equipment,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,43,"Danitha Capashen, Paragon",4b6377da-83e7-4519-9582-16a9c16b8faa,CREATURE_THREAT,COMBAT|EQUIPMENT,3,W,Legendary Creature — Human Knight,Scryfall oracle_id 4b6377da-83e7-4519-9582-16a9c16b8faa; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2017-2022\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\dom\cards\DanithaCapashenParagon.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,combat,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Akiri,44,Armored Skyhunter,b4dbbf56-d7df-4183-bb48-cfc6b4d0468f,CREATURE_THREAT,COMBAT|EQUIPMENT,4,W,Creature — Cat Knight,Scryfall oracle_id b4dbbf56-d7df-4183-bb48-cfc6b4d0468f; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,attack_trigger|card_selection|combat|equipment_attachment,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,45,"Wyleth, Soul of Steel",35bef4d3-4473-4265-86b0-f1393c82fd1d,CREATURE_THREAT,COMBAT|CARD_ADVANTAGE,3,RW,Legendary Creature — Human Warrior,Scryfall oracle_id 35bef4d3-4473-4265-86b0-f1393c82fd1d; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2017-2022\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\cmr\cards\WylethSoulOfSteel.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,attack_trigger|combat|draw|equipment_attachment|trample,ATTACK|BLOCK|CARD_SELECTION|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,46,"Reyav, Master Smith",d1fc2549-40d5-41c8-b3ab-07ea13e9381d,CREATURE_THREAT,COMBAT|EQUIPMENT,2,RW,Legendary Creature — Dwarf Artificer,Scryfall oracle_id d1fc2549-40d5-41c8-b3ab-07ea13e9381d; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,attack_trigger|combat|double_strike,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,47,Fervent Champion,8de50bda-1ef6-4ccf-9efc-fab10b7eb2e5,CREATURE_THREAT,COMBAT|EQUIPMENT,1,R,Creature — Human Knight,Scryfall oracle_id 8de50bda-1ef6-4ccf-9efc-fab10b7eb2e5; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|equip_cost_reduction|first_strike|haste,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,48,Kor Blademaster,194260af-aba5-4d18-a69b-eedb97ed4a4b,CREATURE_THREAT,COMBAT|EQUIPMENT,2,W,Creature — Kor Warrior,Scryfall oracle_id 194260af-aba5-4d18-a69b-eedb97ed4a4b; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|double_strike|equip|equipment,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,49,Leonin Shikari,857d94f7-113c-45a4-a88a-5d087347d57f,CREATURE_THREAT,COMBAT|EQUIPMENT,2,W,Creature — Cat Soldier,Scryfall oracle_id 857d94f7-113c-45a4-a88a-5d087347d57f; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|equipment_attachment|instant_speed_equip,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,50,Brass Squire,5a10c3a5-6724-4e5a-ae4f-b27dde12735a,CREATURE_THREAT,COMBAT|EQUIPMENT,3,,Artifact Creature — Myr,Scryfall oracle_id 5a10c3a5-6724-4e5a-ae4f-b27dde12735a; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,activated_ability|combat|equipment_attachment,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,51,Stone Haven Outfitter,8e646a6b-77ba-4f7d-8ee9-b0b084453f77,CREATURE_THREAT,COMBAT|EQUIPMENT,2,W,Creature — Kor Artificer Ally,Scryfall oracle_id 8e646a6b-77ba-4f7d-8ee9-b0b084453f77; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|dies_trigger|draw|plus_one_counter,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,52,Auriok Steelshaper,e3ee8b0e-9bdc-4b9a-b4f9-59189dd6a80d,CREATURE_THREAT,COMBAT|EQUIPMENT,2,W,Creature — Human Soldier,Scryfall oracle_id e3ee8b0e-9bdc-4b9a-b4f9-59189dd6a80d; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\mrd\cards\AuriokSteelshaper.kt,HAND_AUTHORED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,combat|equip_cost_reduction|equipment|static_ability,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; no exact ScenarioTest found.,
Akiri,53,"Kemba, Kha Regent",499d5801-0c56-40f2-9a46-77025ed6cb87,CREATURE_THREAT,COMBAT|EQUIPMENT,3,W,Legendary Creature — Cat Cleric,Scryfall oracle_id 499d5801-0c56-40f2-9a46-77025ed6cb87; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|equipment|token_creation|upkeep_trigger,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,54,"Balan, Wandering Knight",d12cfd46-73c2-4206-9a10-0d2e7d6ac87e,CREATURE_THREAT,COMBAT|EQUIPMENT,4,W,Legendary Creature — Cat Knight,Scryfall oracle_id d12cfd46-73c2-4206-9a10-0d2e7d6ac87e; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|equipment_attachment,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,55,"Astor, Bearer of Blades",196962f0-6aff-4198-9e0c-eaf42aeaf147,CREATURE_THREAT,COMBAT|EQUIPMENT,4,RW,Legendary Creature — Human Warrior,Scryfall oracle_id 196962f0-6aff-4198-9e0c-eaf42aeaf147; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,card_selection|combat|equip_cost_reduction|etb,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,56,Mirran Crusader,fe69d9bd-2a60-4b33-a0d8-1ca18c2b6705,CREATURE_THREAT,COMBAT,3,W,Creature — Human Knight,Scryfall oracle_id fe69d9bd-2a60-4b33-a0d8-1ca18c2b6705; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,57,Selfless Spirit,71d785a9-ddc8-472e-a778-a551b444a4bd,CREATURE_THREAT,COMBAT|PROTECTION,2,W,Creature — Spirit Cleric,Scryfall oracle_id 71d785a9-ddc8-472e-a778-a551b444a4bd; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|sacrifice_as_cost|temporary_indestructible,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PAYMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,58,Mother of Runes,60433b48-d27f-413c-905c-43839b1943f1,CREATURE_THREAT,COMBAT|PROTECTION,1,W,Creature — Human Cleric,Scryfall oracle_id 60433b48-d27f-413c-905c-43839b1943f1; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,activated_ability|combat|protection,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,59,Skyclave Apparition,d90af00a-d322-4265-9954-7b1e80702e18,CREATURE_THREAT,COMBAT|REMOVAL,3,W,Creature — Kor Spirit,Scryfall oracle_id d90af00a-d322-4265-9954-7b1e80702e18; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,combat|etb|exile|target_selection,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,60,Loran of the Third Path,b3d81980-76f2-44e2-b1c9-01e30c726312,CREATURE_THREAT,COMBAT|REMOVAL,3,W,Legendary Creature — Human Artificer,Scryfall oracle_id b3d81980-76f2-44e2-b1c9-01e30c726312; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,artifact_enchantment_removal|combat|draw|etb,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,61,Sun Titan,b2e950fb-cb7e-40a0-a311-5bbdd0477b29,CREATURE_THREAT,COMBAT|RECURSION,6,W,Creature — Giant,Scryfall oracle_id b2e950fb-cb7e-40a0-a311-5bbdd0477b29; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,attack_trigger|combat|etb|graveyard_recursion,ATTACK|BLOCK|DAMAGE_ASSIGNMENT|PRIORITY_ACTION,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,62,Bonesplitter,452e3f5f-ce17-4682-966b-5cc100210aee,EQUIPMENT,COMBAT,1,,Artifact — Equipment,Scryfall oracle_id 452e3f5f-ce17-4682-966b-5cc100210aee; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\mrd\cards\Bonesplitter.kt,GENERATED,FALSE,,SUPPORTED_AND_TESTED,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; BonesplitterScenarioTest proves equip, +2/+0, and coherent re-equipment.,
Akiri,63,Swiftfoot Boots,c8b143ad-43ec-4e0d-a440-e348daa31391,EQUIPMENT,COMBAT,2,,Artifact — Equipment,Scryfall oracle_id c8b143ad-43ec-4e0d-a440-e348daa31391; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2008-2016\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\m12\cards\SwiftfootBoots.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,64,Lightning Greaves,ca204b66-8d0c-431a-8d34-282f7c2d17da,EQUIPMENT,COMBAT,2,,Artifact — Equipment,Scryfall oracle_id ca204b66-8d0c-431a-8d34-282f7c2d17da; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\mrd\cards\LightningGreaves.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven.,
Akiri,65,Sword of the Animist,d79cbc61-6c15-48ea-bbba-3cffb819ccba,EQUIPMENT,COMBAT,2,,Legendary Artifact — Equipment,Scryfall oracle_id d79cbc61-6c15-48ea-bbba-3cffb819ccba; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,attachment_state|attack_trigger|equip|equipment|search|shuffle,PAYMENT|PRIORITY_ACTION|SEARCH|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
Akiri,66,Mask of Memory,d6b2c998-a226-426c-a40d-6e6007041bfe,EQUIPMENT,COMBAT,2,,Artifact — Equipment,Scryfall oracle_id d6b2c998-a226-426c-a40d-6e6007041bfe; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\mrd\cards\MaskOfMemory.kt,HAND_AUTHORED,TRUE,mtg-sets\2003-2007\tests\src\test\kotlin\com\wingedsheep\engine\scenarios\MaskOfMemoryScenarioTest.kt,SUPPORTED_AND_TESTED,attachment_state|combat_damage_trigger|discard|draw|equip|equipment,CARD_SELECTION|PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition with exact ScenarioTest.,
Akiri,67,Vulshok Morningstar,12a8adc4-927f-4314-b2ef-9c647ace68d5,EQUIPMENT,COMBAT,2,,Artifact — Equipment,Scryfall oracle_id 12a8adc4-927f-4314-b2ef-9c647ace68d5; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\dst\cards\VulshokMorningstar.kt,GENERATED,FALSE,,SUPPORTED_DEFINITION_TEST_UNCLEAR,attachment_state|equip|equipment|static_ability,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; card-specific conformance remains unproven. Friendly replacement of Ideal slot card: Maul of the Skyclaves.,Maul of the Skyclaves
Akiri,68,Basilisk Collar,f5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe,EQUIPMENT,COMBAT,1,,Artifact — Equipment,Scryfall oracle_id f5f4dd28-f4ae-4d39-b9b8-6ebfd63c93fe; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2008-2016\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\wwk\cards\BasiliskCollar.kt,HAND_AUTHORED,FALSE,,SUPPORTED_AND_TESTED,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Hand-authored definition; BasiliskCollarScenarioTest proves equip and both granted keywords.,
Akiri,69,Fireshrieker,a02e1ca7-23c5-41e3-a744-72fc9e9dd8ba,EQUIPMENT,COMBAT,3,,Artifact — Equipment,Scryfall oracle_id a02e1ca7-23c5-41e3-a744-72fc9e9dd8ba; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,TRUE,mtg-sets\2003-2007\src\main\kotlin\com\wingedsheep\mtg\sets\definitions\mrd\cards\Fireshrieker.kt,GENERATED,FALSE,,SUPPORTED_AND_TESTED,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. Generated/predictive definition; FireshriekerScenarioTest proves equip and double strike.,
Akiri,70,Shadowspear,8b27326f-e7b8-4a4d-b589-df459246d19a,EQUIPMENT,COMBAT,1,,Legendary Artifact — Equipment,Scryfall oracle_id 8b27326f-e7b8-4a4d-b589-df459246d19a; repository audit 31853cfe91b52718dc3fb67f159e6267d9c5fcc1,FALSE,,UNKNOWN,FALSE,,CARD_DEFINITION_MISSING,attachment_state|equip|equipment,PAYMENT|PRIORITY_ACTION|TARGET,FALSE,FALSE,FALSE,FALSE,FALSE,Audit source 31853cfe91b52718dc3fb67f159e6267d9c5fcc1; upstream d66a5d7f1b46b0ed8891c34ccfe163d491c4ff3d. No executable CardDefinition path found in current source index.,
